index,card_name,recency,frequency,monetary_value,r_quartile,f_quartile,m_quartile,RFM_score,customer_segment
3541,Bradley Smith,467,11,5440.49,4,4,4,444,Premium Customer
3550,Bradley Young,306,8,4032.45,4,3,4,434,Premium Customer
3558,Brandi Baker,156,8,4424.58,3,3,4,334,Premium Customer
3572,Brandi Hunt,333,9,4519.26,4,4,4,444,Premium Customer
3592,Brandon Baker,331,10,4005.58,4,4,4,444,Premium Customer
3594,Brandon Barber,196,8,4056.46,3,3,4,334,Premium Customer
3604,Brandon Briggs,390,8,3069.3999999999996,4,3,3,433,Premium Customer
3611,Brandon Chandler,228,12,4840.03,3,4,4,344,Premium Customer
3629,Brandon Franklin,229,9,3642.2,3,4,3,343,Premium Customer
3630,Brandon Fuentes,277,8,3884.41,3,3,3,333,Premium Customer
3633,Brandon Gentry,732,10,4916.21,4,4,4,444,Premium Customer
3636,Brandon Gordon,301,8,3398.4700000000003,4,3,3,433,Premium Customer
3652,Brandon Hurst,433,9,5870.6900000000005,4,4,4,444,Premium Customer
3672,Brandon Meza,200,8,3313.83,3,3,3,333,Premium Customer
3684,Brandon Obrien,270,9,3419.36,3,4,3,343,Premium Customer
3687,Brandon Patel,289,8,6245.4800000000005,4,3,4,434,Premium Customer
3702,Brandon Richardson,209,9,4936.31,3,4,4,344,Premium Customer
3712,Brandon Schroeder,280,10,5382.6900000000005,4,4,4,444,Premium Customer
3719,Brandon Terrell,320,8,5118.71,4,3,4,434,Premium Customer
3724,Brandon Walker,295,10,6487.66,4,4,4,444,Premium Customer
3727,Brandon Walters,478,9,5342.289999999999,4,4,4,444,Premium Customer
3729,Brandon Washington,161,8,3965.7799999999997,3,3,4,334,Premium Customer
3755,Brandy Harris,493,10,6122.12,4,4,4,444,Premium Customer
3760,Brandy Mcfarland,225,9,3784.05,3,4,3,343,Premium Customer
3767,Brandy Richardson,167,9,3220.18,3,4,3,343,Premium Customer
3790,Brenda Alvarado,574,11,4243.74,4,4,4,444,Premium Customer
3801,Brenda Cooper,207,8,4586.77,3,3,4,334,Premium Customer
3808,Brenda Fitzpatrick,249,10,4350.5,3,4,4,344,Premium Customer
3830,Brenda Kelley,201,9,3594.23,3,4,3,343,Premium Customer
3842,Brenda Miller,207,9,4338.09,3,4,4,344,Premium Customer
3844,Brenda Moore,159,8,3786.5699999999997,3,3,3,333,Premium Customer
3853,Brenda Rice,216,10,4193.219999999999,3,4,4,344,Premium Customer
3856,Brenda Ross,522,8,4287.97,4,3,4,434,Premium Customer
3873,Brenda Waters,175,9,3711.8599999999997,3,4,3,343,Premium Customer
3879,Brenda Wood,284,10,5643.09,4,4,4,444,Premium Customer
3880,Brenda Wright,256,8,4011.7599999999998,3,3,4,334,Premium Customer
3882,Brendan Blair,159,8,4339.87,3,3,4,334,Premium Customer
3883,Brendan Brooks,486,9,4264.2300000000005,4,4,4,444,Premium Customer
3906,Brent Jones Jr.,381,9,5283.35,4,4,4,444,Premium Customer
3908,Brent Martin,180,8,3547.62,3,3,3,333,Premium Customer
3911,Brent Payne,221,10,5686.45,3,4,4,344,Premium Customer
3915,Brent Smith,205,8,4656.63,3,3,4,334,Premium Customer
3938,Brett Foster,209,9,3676.0099999999998,3,4,3,343,Premium Customer
3943,Brett Grant,165,8,4924.719999999999,3,3,4,334,Premium Customer
3947,Brett Mason,307,8,3314.7000000000003,4,3,3,433,Premium Customer
3954,Brett Price,394,8,3967.75,4,3,4,434,Premium Customer
3955,Brett Quinn,154,9,4880.5599999999995,3,4,4,344,Premium Customer
3967,Brett Wood DVM,147,8,3713.5,3,3,3,333,Premium Customer
3981,Brian Blanchard,265,8,3794.5400000000004,3,3,3,333,Premium Customer
3991,Brian Chen,423,8,3103.84,4,3,3,433,Premium Customer
4001,Brian Cox,278,9,3236.75,4,4,3,443,Premium Customer
4004,Brian Daniels,167,8,3434.6,3,3,3,333,Premium Customer
4005,Brian Davidson,438,8,4806.75,4,3,4,434,Premium Customer
4007,Brian Decker,159,10,3858.62,3,4,3,343,Premium Customer
4028,Brian Frost PhD,613,8,4002.28,4,3,4,434,Premium Customer
4039,Brian Harris,218,8,5758.0,3,3,4,334,Premium Customer
4049,Brian Huber,142,9,4060.42,3,4,4,344,Premium Customer
4051,Brian Hurst,182,10,4134.98,3,4,4,344,Premium Customer
4055,Brian Johns,175,8,3273.63,3,3,3,333,Premium Customer
4058,Brian Jones,209,8,4521.16,3,3,4,334,Premium Customer
4064,Brian Klein,376,9,4171.849999999999,4,4,4,444,Premium Customer
4067,Brian Kramer,408,11,5403.5,4,4,4,444,Premium Customer
4094,Brian Miller,358,8,4998.01,4,3,4,434,Premium Customer
4095,Brian Mitchell,145,12,5780.03,3,4,4,344,Premium Customer
4100,Brian Morales,377,8,4713.04,4,3,4,434,Premium Customer
4102,Brian Morris,335,8,4248.91,4,3,4,434,Premium Customer
4108,Brian Nelson,451,9,4032.78,4,4,4,444,Premium Customer
4113,Brian Obrien,215,11,3180.24,3,4,3,343,Premium Customer
4115,Brian Owens,185,13,4142.21,3,4,4,344,Premium Customer
4119,Brian Patel,176,8,3195.68,3,3,3,333,Premium Customer
4129,Brian Reyes,241,11,3613.92,3,4,3,343,Premium Customer
4133,Brian Richards,147,10,3992.39,3,4,4,344,Premium Customer
4159,Brian Thomas,418,8,4000.92,4,3,4,434,Premium Customer
4172,Brian Warren,203,9,3313.64,3,4,3,343,Premium Customer
4176,Brian White,205,9,3453.1400000000003,3,4,3,343,Premium Customer
4217,Brianna George,215,9,3516.5200000000004,3,4,3,343,Premium Customer
4231,Brianna Klein,163,8,4788.3099999999995,3,3,4,334,Premium Customer
4247,Brianna Strong,144,9,4211.87,3,4,4,344,Premium Customer
4248,Brianna Thompson,214,9,5037.09,3,4,4,344,Premium Customer
4249,Brianna Townsend,207,8,3940.87,3,3,4,334,Premium Customer
4251,Brianna Webster,539,9,3809.96,4,4,3,443,Premium Customer
4262,Bridget Hogan,243,9,4257.23,3,4,4,344,Premium Customer
4271,Bridget Torres DDS,232,9,3729.25,3,4,3,343,Premium Customer
4281,Brittany Beasley,337,8,4566.13,4,3,4,434,Premium Customer
4283,Brittany Bishop,233,8,4145.25,3,3,4,334,Premium Customer
4290,Brittany Castillo,261,8,4096.62,3,3,4,334,Premium Customer
4293,Brittany Cook,221,9,3065.77,3,4,3,343,Premium Customer
4303,Brittany Evans,284,8,3699.38,4,3,3,433,Premium Customer
4319,Brittany Greer,167,11,4106.58,3,4,4,344,Premium Customer
4323,Brittany Hayes,342,8,3465.42,4,3,3,433,Premium Customer
4328,Brittany Hodges DVM,145,11,4671.68,3,4,4,344,Premium Customer
4329,Brittany Howard,274,11,6514.22,3,4,4,344,Premium Customer
4331,Brittany James,251,9,4826.56,3,4,4,344,Premium Customer
4333,Brittany Johnson,172,8,3871.39,3,3,3,333,Premium Customer
4336,Brittany King,192,8,3806.7,3,3,3,333,Premium Customer
4352,Brittany Moore,462,12,6175.1900000000005,4,4,4,444,Premium Customer
4362,Brittany Porter,342,9,4768.29,4,4,4,444,Premium Customer
4364,Brittany Rasmussen,595,9,3536.7499999999995,4,4,3,443,Premium Customer
4372,Brittany Simmons,156,8,4668.62,3,3,4,334,Premium Customer
4389,Brittany White,632,8,3196.47,4,3,3,433,Premium Customer
4405,Brittney Lee,172,8,4092.6800000000003,3,3,4,334,Premium Customer
4409,Brittney Phillips,549,10,4979.2300000000005,4,4,4,444,Premium Customer
4415,Brittney Stokes,575,9,3250.59,4,4,3,443,Premium Customer
4416,Brittney Werner,382,8,3495.5299999999997,4,3,3,433,Premium Customer
4439,Brooke Martinez,414,8,4247.5,4,3,4,434,Premium Customer
4443,Brooke Ramirez,286,12,5747.339999999999,4,4,4,444,Premium Customer
4455,Bruce Aguilar,409,8,5344.87,4,3,4,434,Premium Customer
4464,Bruce Graham,210,9,4080.7599999999998,3,4,4,344,Premium Customer
4468,Bruce Hicks,408,8,4292.61,4,3,4,434,Premium Customer
4469,Bruce Jones,149,10,5610.64,3,4,4,344,Premium Customer
4485,Bruce Nguyen,146,8,4537.52,3,3,4,334,Premium Customer
4491,Bruce Turner,152,13,5594.24,3,4,4,344,Premium Customer
4499,Bryan Bauer,145,10,3369.4999999999995,3,4,3,343,Premium Customer
4511,Bryan Edwards,189,8,3302.1800000000003,3,3,3,333,Premium Customer
4514,Bryan Farmer,182,8,3718.6200000000003,3,3,3,333,Premium Customer
4516,Bryan Garcia,390,8,3216.88,4,3,3,433,Premium Customer
4523,Bryan Henderson,266,11,7500.96,3,4,4,344,Premium Customer
4527,Bryan James,183,10,3742.330000000001,3,4,3,343,Premium Customer
4530,Bryan Jones,330,8,5211.929999999999,4,3,4,434,Premium Customer
4565,Bryan Sosa,298,13,6388.89,4,4,4,444,Premium Customer
4573,Bryan Wu,167,12,4907.64,3,4,4,344,Premium Customer
4591,Caitlin Hill,144,12,6243.539999999999,3,4,4,344,Premium Customer
4598,Caitlin Love,209,8,4088.55,3,3,4,334,Premium Customer
4604,Caitlin Rodriguez,218,8,3495.59,3,3,3,333,Premium Customer
4626,Caitlyn Moore,384,9,4115.13,4,4,4,444,Premium Customer
4627,Caitlyn Smith,198,8,3392.59,3,3,3,333,Premium Customer
4630,Caleb Benjamin,223,8,3675.03,3,3,3,333,Premium Customer
4635,Caleb Fisher,234,9,4286.33,3,4,4,344,Premium Customer
4646,Caleb Stark,287,8,4842.57,4,3,4,434,Premium Customer
4659,Calvin James,163,8,4342.54,3,3,4,334,Premium Customer
4666,Calvin Phillips,153,10,3544.49,3,4,3,343,Premium Customer
4678,Cameron Combs,209,8,4710.860000000001,3,3,4,334,Premium Customer
4690,Cameron Lopez,267,8,4160.7699999999995,3,3,4,334,Premium Customer
4698,Cameron Osborne,201,8,3575.04,3,3,3,333,Premium Customer
4703,Cameron Taylor,162,9,5390.4400000000005,3,4,4,344,Premium Customer
4709,Candace Curry,172,9,4047.76,3,4,4,344,Premium Customer
4712,Candace Jackson,252,10,4103.37,3,4,4,344,Premium Customer
4718,Candace Melton,231,8,5293.710000000001,3,3,4,334,Premium Customer
4733,Candice Perry,181,10,4331.26,3,4,4,344,Premium Customer
4749,Carl Chang,172,8,3759.28,3,3,3,333,Premium Customer
4762,Carl Medina,154,11,3791.93,3,4,3,343,Premium Customer
4770,Carl Reeves,202,8,4164.289999999999,3,3,4,334,Premium Customer
4771,Carl Smith,484,8,3364.0,4,3,3,433,Premium Customer
4779,Carl Wright,217,8,3946.56,3,3,4,334,Premium Customer
4793,Carla Flynn,153,9,5995.5,3,4,4,344,Premium Customer
4797,Carla Howell,227,10,3015.4,3,4,3,343,Premium Customer
4823,Carlos Blair,254,8,4182.18,3,3,4,334,Premium Customer
4828,Carlos Cortez,170,8,3185.3500000000004,3,3,3,333,Premium Customer
4831,Carlos Flowers,213,8,3851.87,3,3,3,333,Premium Customer
4834,Carlos Hodge,162,8,6138.78,3,3,4,334,Premium Customer
4848,Carlos Nelson,164,8,3601.6100000000006,3,3,3,333,Premium Customer
4853,Carlos Parrish,428,8,3583.17,4,3,3,433,Premium Customer
4855,Carlos Ray,147,8,4516.07,3,3,4,334,Premium Customer
4857,Carlos Silva,210,9,5232.82,3,4,4,344,Premium Customer
4861,Carlos Vega,142,9,3627.5,3,4,3,343,Premium Customer
4879,Carmen Edwards,206,11,5285.91,3,4,4,344,Premium Customer
4881,Carmen Harris,266,8,3121.09,3,3,3,333,Premium Customer
4892,Carmen Rice,438,11,5756.040000000001,4,4,4,444,Premium Customer
4898,Carol Burgess,151,9,4220.68,3,4,4,344,Premium Customer
4916,Carol Lang,170,9,5171.13,3,4,4,344,Premium Customer
4917,Carol Lewis,223,9,3371.46,3,4,3,343,Premium Customer
4925,Carol Nelson,319,8,3028.95,4,3,3,433,Premium Customer
4926,Carol Pena,524,8,3766.02,4,3,3,433,Premium Customer
4945,Carol West,188,9,4653.63,3,4,4,344,Premium Customer
4948,Caroline Brewer,375,9,4763.15,4,4,4,444,Premium Customer
4951,Caroline Curry,418,8,3062.1499999999996,4,3,3,433,Premium Customer
4954,Caroline Hoover,415,10,4430.860000000001,4,4,4,444,Premium Customer
4955,Caroline Hudson,261,13,3848.56,3,4,3,343,Premium Customer
4972,Carolyn Chen,353,9,4139.57,4,4,4,444,Premium Customer
4976,Carolyn Donovan,265,8,3368.89,3,3,3,333,Premium Customer
4982,Carolyn Johns,221,8,3160.03,3,3,3,333,Premium Customer
4989,Carolyn Miller,312,11,6634.129999999999,4,4,4,444,Premium Customer
5004,Carolyn West,169,11,5408.63,3,4,4,344,Premium Customer
5006,Carrie Allen,180,9,3799.3,3,4,3,343,Premium Customer
5008,Carrie Barajas,161,10,5919.77,3,4,4,344,Premium Customer
5043,Carrie Simpson,292,8,4129.16,4,3,4,434,Premium Customer
5057,Casey Andrews,169,8,3372.12,3,3,3,333,Premium Customer
5063,Casey Collins,160,12,5837.75,3,4,4,344,Premium Customer
5073,Casey Jenkins,572,8,4946.66,4,3,4,434,Premium Customer
5080,Casey Mcintosh,207,10,5028.6,3,4,4,344,Premium Customer
5084,Casey Morris,262,8,3693.7,3,3,3,333,Premium Customer
5096,Casey Rogers,270,8,3756.1600000000003,3,3,3,333,Premium Customer
5101,Casey Turner,364,10,6172.33,4,4,4,444,Premium Customer
5102,Casey Wells,193,9,4464.26,3,4,4,344,Premium Customer
5106,Cassandra Acosta MD,270,8,4151.23,3,3,4,334,Premium Customer
5120,Cassandra Fisher,148,10,3769.32,3,4,3,343,Premium Customer
5122,Cassandra Glenn DDS,263,8,4368.75,3,3,4,334,Premium Customer
5123,Cassandra Graham,335,9,5837.9400000000005,4,4,4,444,Premium Customer
5132,Cassandra Johnson,219,8,4444.929999999999,3,3,4,334,Premium Customer
5152,Cassandra Russell,232,8,3191.3199999999997,3,3,3,333,Premium Customer
5153,Cassandra Sanchez,424,9,5143.610000000001,4,4,4,444,Premium Customer
5159,Cassandra Zamora,171,10,7934.39,3,4,4,344,Premium Customer
5163,Cassidy Chang,354,10,3741.45,4,4,3,443,Premium Customer
5168,Cassidy Pugh,174,9,3104.2299999999996,3,4,3,343,Premium Customer
5170,Cassie Bowen,195,10,6240.54,3,4,4,344,Premium Customer
5173,Cassie Moore,515,9,3008.67,4,4,3,443,Premium Customer
5204,Catherine Guerrero,155,10,5197.43,3,4,4,344,Premium Customer
5205,Catherine Harmon,744,9,5667.81,4,4,4,444,Premium Customer
5209,Catherine Henson,170,9,5095.23,3,4,4,344,Premium Customer
5210,Catherine Hernandez,187,9,5258.709999999999,3,4,4,344,Premium Customer
5219,Catherine Lopez,265,8,3483.11,3,3,3,333,Premium Customer
5226,Catherine Norris,149,9,4085.6800000000003,3,4,4,344,Premium Customer
5228,Catherine Phillips,169,11,4466.77,3,4,4,344,Premium Customer
5231,Catherine Reyes,291,10,4144.8,4,4,4,444,Premium Customer
5245,Catherine Turner,222,8,3377.7400000000002,3,3,3,333,Premium Customer
5250,Catherine Woods,192,10,4491.37,3,4,4,344,Premium Customer
5257,Cathy Chambers,174,8,2982.62,3,3,3,333,Premium Customer
5264,Cathy Jacobs,161,10,4791.33,3,4,4,344,Premium Customer
5268,Cathy Lewis,231,9,4619.25,3,4,4,344,Premium Customer
5286,Chad Cruz MD,325,8,3647.26,4,3,3,433,Premium Customer
5292,Chad Gonzalez,309,8,5360.96,4,3,4,434,Premium Customer
5303,Chad Macias,150,9,5347.33,3,4,4,344,Premium Customer
5304,Chad Marquez,280,9,3943.77,4,4,4,444,Premium Customer
5312,Chad Perez,163,10,5590.88,3,4,4,344,Premium Customer
5317,Chad Robinson,242,8,4115.099999999999,3,3,4,334,Premium Customer
5322,Chad Scott,452,8,5101.0,4,3,4,434,Premium Customer
5324,Chad Smith,342,9,4822.0,4,4,4,444,Premium Customer
5369,Charles Charles,150,9,4890.35,3,4,4,344,Premium Customer
5370,Charles Cherry,142,8,3197.76,3,3,3,333,Premium Customer
5381,Charles Duarte,191,8,3448.6899999999996,3,3,3,333,Premium Customer
5382,Charles Dunn,396,8,3972.3099999999995,4,3,4,434,Premium Customer
5384,Charles Elliott,197,8,3410.69,3,3,3,333,Premium Customer
5389,Charles Fisher,180,8,4432.4400000000005,3,3,4,334,Premium Customer
5405,Charles Guzman,191,8,3013.04,3,3,3,333,Premium Customer
5408,Charles Harrison,317,9,3529.4900000000002,4,4,3,443,Premium Customer
5435,Charles Lopez,615,8,4209.94,4,3,4,434,Premium Customer
5437,Charles Luna,165,8,3092.8999999999996,3,3,3,333,Premium Customer
5440,Charles Martin,162,10,4695.580000000001,3,4,4,344,Premium Customer
5442,Charles Mcclain,746,10,5681.91,4,4,4,444,Premium Customer
5444,Charles Mcintyre,405,9,5835.8099999999995,4,4,4,444,Premium Customer
5484,Charles Singleton,341,9,3275.98,4,4,3,443,Premium Customer
5494,Charles Walker III,266,8,3796.6,3,3,3,333,Premium Customer
5495,Charles Wallace,269,8,4089.63,3,3,4,334,Premium Customer
5496,Charles Wang,152,10,5595.0199999999995,3,4,4,344,Premium Customer
5508,Charlotte Alexander,407,9,3215.05,4,4,3,443,Premium Customer
5512,Charlotte Hall,343,8,3786.9700000000003,4,3,3,433,Premium Customer
5522,Chase Cook,351,8,3691.1600000000003,4,3,3,433,Premium Customer
5524,Chase Gardner,173,11,4173.150000000001,3,4,4,344,Premium Customer
5564,Chelsea Lewis,214,11,4270.79,3,4,4,344,Premium Customer
5592,Chelsey Leach,270,8,3491.5600000000004,3,3,3,333,Premium Customer
5605,Cheryl Douglas,214,9,4288.76,3,4,4,344,Premium Customer
5626,Cheryl Moody,399,9,3179.38,4,4,3,443,Premium Customer
5633,Cheryl Patterson,191,11,6478.18,3,4,4,344,Premium Customer
5635,Cheryl Richard,297,9,4313.929999999999,4,4,4,444,Premium Customer
5638,Cheryl Salazar,297,8,3196.1399999999994,4,3,3,433,Premium Customer
5646,Cheryl Vance,234,9,4388.360000000001,3,4,4,344,Premium Customer
5651,Cheryl Wilson,316,8,3926.59,4,3,4,434,Premium Customer
5664,Cheyenne Wallace,306,8,4395.639999999999,4,3,4,434,Premium Customer
5669,Chloe Fisher,189,8,5232.11,3,3,4,334,Premium Customer
5673,Chloe Lewis,143,9,3269.66,3,4,3,343,Premium Customer
5676,Chloe Rogers,181,10,5019.25,3,4,4,344,Premium Customer
5685,Chris Elliott,144,9,3646.87,3,4,3,343,Premium Customer
5690,Chris Haney,224,9,3390.6000000000004,3,4,3,343,Premium Customer
5707,Chris Washington,182,8,5039.87,3,3,4,334,Premium Customer
5712,Christian Adams,185,10,4832.75,3,4,4,344,Premium Customer
5713,Christian Anderson,273,8,3202.3099999999995,3,3,3,333,Premium Customer
5717,Christian Brown,185,10,5425.9800000000005,3,4,4,344,Premium Customer
5718,Christian Cherry,173,10,4399.16,3,4,4,344,Premium Customer
5724,Christian Edwards,304,10,4278.87,4,4,4,444,Premium Customer
5727,Christian Foster,287,8,3796.45,4,3,3,433,Premium Customer
5732,Christian Hill,218,10,5000.7300000000005,3,4,4,344,Premium Customer
5736,Christian Kane,564,8,3192.09,4,3,3,433,Premium Customer
5769,Christian Weaver,374,8,3315.69,4,3,3,433,Premium Customer
5787,Christina Bennett,145,8,3562.51,3,3,3,333,Premium Customer
5795,Christina Bryan,293,9,2992.83,4,4,3,443,Premium Customer
5807,Christina Coleman DDS,226,8,3876.18,3,3,3,333,Premium Customer
5808,Christina Colon,227,10,5072.320000000001,3,4,4,344,Premium Customer
5813,Christina Doyle,287,9,5316.76,4,4,4,444,Premium Customer
5815,Christina Flynn,604,8,3242.99,4,3,3,433,Premium Customer
5822,Christina Gray,152,8,3822.31,3,3,3,333,Premium Customer
5840,Christina Lee,243,10,4336.13,3,4,4,344,Premium Customer
5841,Christina Little,164,8,4962.54,3,3,4,334,Premium Customer
5877,Christina Rose,234,10,6648.459999999999,3,4,4,344,Premium Customer
5887,Christina Stephens,385,11,5092.81,4,4,4,444,Premium Customer
5900,Christina Welch,168,11,6131.38,3,4,4,344,Premium Customer
5919,Christine Black,142,8,3713.5600000000004,3,3,3,333,Premium Customer
5921,Christine Buckley,168,11,4722.700000000001,3,4,4,344,Premium Customer
5954,Christine Guzman,286,8,4509.28,4,3,4,434,Premium Customer
5984,Christine Moore,165,10,4412.299999999999,3,4,4,344,Premium Customer
5990,Christine Park,184,10,5100.72,3,4,4,344,Premium Customer
5994,Christine Perez,161,8,4313.38,3,3,4,334,Premium Customer
6001,Christine Rios,198,9,4202.12,3,4,4,344,Premium Customer
6007,Christine Ryan,176,10,4763.71,3,4,4,344,Premium Customer
6011,Christine Sharp,150,8,3056.96,3,3,3,333,Premium Customer
6020,Christine Stewart,271,9,3395.140000000001,3,4,3,343,Premium Customer
6022,Christine Strong,193,8,4720.42,3,3,4,334,Premium Customer
6027,Christine Trevino,666,9,4844.76,4,4,4,444,Premium Customer
6033,Christine Washington,418,8,5376.969999999999,4,3,4,434,Premium Customer
6041,Christine Yu,210,8,4710.45,3,3,4,334,Premium Customer
6049,Christopher Arias,217,9,4414.51,3,4,4,344,Premium Customer
6052,Christopher Baker,164,8,4764.2,3,3,4,334,Premium Customer
6063,Christopher Bowman,240,8,5213.13,3,3,4,334,Premium Customer
6071,Christopher Butler,468,9,3695.43,4,4,3,443,Premium Customer
6073,Christopher Caldwell,170,8,3582.79,3,3,3,333,Premium Customer
6088,Christopher Cobb,161,8,4269.6,3,3,4,334,Premium Customer
6099,Christopher Dalton,528,8,4784.46,4,3,4,434,Premium Customer
6102,Christopher Davidson,155,12,5196.169999999999,3,4,4,344,Premium Customer
6131,Christopher Frazier,143,8,4692.41,3,3,4,334,Premium Customer
6135,Christopher Galvan,161,8,3460.56,3,3,3,333,Premium Customer
6143,Christopher Gonzales,234,10,5839.57,3,4,4,344,Premium Customer
6146,Christopher Gould,583,8,3879.09,4,3,3,433,Premium Customer
6154,Christopher Gutierrez,316,9,5018.12,4,4,4,444,Premium Customer
6170,Christopher Hernandez,207,9,4489.36,3,4,4,344,Premium Customer
6178,Christopher Holt,341,8,3460.7200000000003,4,3,3,433,Premium Customer
6181,Christopher Howard,168,8,4561.110000000001,3,3,4,334,Premium Customer
6193,Christopher Jenkins,178,9,3063.6699999999996,3,4,3,343,Premium Customer
6212,Christopher Lewis,247,11,7321.279999999999,3,4,4,344,Premium Customer
6214,Christopher Livingston,211,9,3797.61,3,4,3,343,Premium Customer
6228,Christopher Mccormick,386,9,3872.16,4,4,3,443,Premium Customer
6229,Christopher Mcdonald,250,11,5316.48,3,4,4,344,Premium Customer
6238,Christopher Mitchell,160,10,3550.5299999999997,3,4,3,343,Premium Customer
6241,Christopher Moon,284,8,5592.88,4,3,4,434,Premium Customer
6251,Christopher Nelson,160,8,3208.8,3,3,3,333,Premium Customer
6252,Christopher Newman,573,8,3462.4700000000003,4,3,3,433,Premium Customer
6253,Christopher Newton,337,8,3328.87,4,3,3,433,Premium Customer
6266,Christopher Palmer,228,9,5236.51,3,4,4,344,Premium Customer
6271,Christopher Pearson,197,8,3904.7300000000005,3,3,3,333,Premium Customer
6276,Christopher Peters,145,8,3648.6399999999994,3,3,3,333,Premium Customer
6283,Christopher Price,246,8,4566.2,3,3,4,334,Premium Customer
6285,Christopher Ramirez,251,8,3955.58,3,3,4,334,Premium Customer
